genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster,mlst,phylon,mobile_phylons
550.1146,Enterobacter cloacae strain 704SK10,550,Complete,704SK10,2017-06-30T00:00:00Z,PRJNA391277,SAMN07260410,GCA_002211685.1,"CP022148,CP022149,CP022150",University of Zurich,Complete,PacBio,217.0x,SMRTAnalysis v. 2.3,1,2,3,5051588,55.69,4980,4862,wastewater,2015-12,Switzerland,Switzerland:Basel,,Full genome sequencing of AMR enterobacteria isolated from food and the environment,sample_type:water,12.0,272,roggenkampii,
539813.21,Enterobacter mori strain 08-091,539813,Complete,08-091,2021-06-02T00:00:00Z,PRJNA703085,SAMN18011300,GCA_018638795.1,"CP071063,CP071064","Huashan Hospital, Fudan University",Complete,"Illumina, Oxford Nanopore ONT",248x,HGAP v. 2020-09-01T00:00:00,1,1,2,4986313,55.39983,4685,4565,ascites,2008-01,China,China:Shanghai,Homo sapiens,Enterobacter mori clinical isolate 08-091 producing qnrE3,collected_by:Huashan Hospital,17.0,1006,,
1812934.3,Enterobacter cloacae complex 'Hoffmann cluster III' strain DSM 14563,1812934,Complete,DSM 14563,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581748,GCF_001729745.1,"CP017186,CP017187",JCVI,Complete,PacBio,15.31x,HGAP v. 3.0.0,1,1,2,4678566,55.33,4443,4323,,,Germany,Germany,"Human, Homo sapiens","Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,2.0,816,,
158836.1693,Enterobacter hormaechei cre46,158836,Complete,cre46,2022-05-31T00:00:00Z,PRJNA524073,SAMN10995736,GCA_023612855.1,"CP039384,CP039385,CP039386,CP039387",,Complete,PacBio Sequel,198.0x,canu v. canu-1.6,1,3,4,5223713,55.169518,5318,5095,,2018-12-23,China,China:Jiamusi,,,sample_type:whole organism,4.0,1120,hormaechei-steigerwaltii-2,
550.2564,Enterobacter cloacae strain CBG15936,550,Complete,CBG15936,2019-11-24T00:00:00Z,PRJNA589672,SAMN13288306,GCA_009707405.1,"CP046116,CP046118,CP046117",Center for Disease Control and Prevention of PLA,Complete,Illumina HiSeq; Oxford Nanopore MiniION,130.0x,unicycler v. v0.4.8-beta,1,2,3,5171634,54.682117,5000,4832,sputum,2017-03-29,China,China: Guangzhou,"Human, Homo sapiens",Multidrug-resistant Enterobacter cloacae co-producing blaNDM-1 and blaTEM-1B recovered from China,collected_by:Lanfen Lu,21.0,932,cloacae,
1812935.83,Enterobacter roggenkampii strain RHBSTW-00002,1812935,Complete,RHBSTW-00002,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148444,GCA_013635755.1,"CP058196,CP058205,CP058206,CP058197,CP058198,CP058199,CP058200,CP058201,CP058202,CP058203,CP058204",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,95.537547253764x,Unicycler v. v0.4.7,1,10,11,4807289,55.828846,4787,4614,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",12.0,-1,roggenkampii,unchar-4
208224.245,Enterobacter kobei 11778-yvys,208224,Complete,11778-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379554,GCA_023023125.1,"CP083828,CP083829",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,1,2,4780485,55.115456,4544,4462,Secretion,2011-09,China,China,Homo sapiens,,collected_by:Yushan Cui,10.0,280,kobei,
158836.549,Enterobacter hormaechei strain Y323,158836,Complete,Y323,2020-03-02T00:00:00Z,PRJNA607627,SAMN14142412,GCA_011045335.1,"CP049188,CP049189,CP049190,CP049191",wenzhou medical university,Complete,PacBio RSII,100.0x,Canu v. 1.8,1,3,4,5185408,54.83096,5111,4855,,2007-01-31,China,China:wenzhou,"Human, Homo sapiens",The draft genomes sequences of the strains help us to elucidate the dissemination of resistance genes in micro-organisms.,sample_type:single culture,9.0,303,hormaechei-xiangfangensis,unchar-1
158836.1088,Enterobacter hormaechei strain EC48293,158836,Complete,EC48293,2021-02-25T00:00:00Z,PRJNA700516,SAMN16933270,GCA_016939555.1,"CP070534,CP070533,CP070532,CP070531,CP070530",Charles University in Prague,Complete,PacBio Sequel,250X,Microbial Assembly v. 1.1,1,4,5,5331528,54.887005,5257,5031,Sputum-aspirate,2019-01-02,Czech Republic,Czech Republic: Praha,Homo sapiens,Molecular characterization of KPC-producing Enterobacterales from Czech hospitals\; evidence of an epidemic spread,collected_by:Fakultn nemocnice Krlovsk Vinohrady,5.0,133,hormaechei-steigerwaltii-3,unchar-1
158836.1965,Enterobacter hormaechei P7538,158836,Complete,P7538,2022-07-05T00:00:00Z,PRJNA713619,SAMN18255044,GCA_024138915.1,"CP071833,CP071832,CP071830,CP071831",,Complete,Illumina MiSeq; Oxford Nanopore MinION,21.0x,SPAdes v. May 2020,1,3,4,5653758,54.454548,5698,5404,rectal swab,2018,France,France: Marseille,Homo sapiens,,collected_by:IHU Mediterranee Infection,5.0,133,hormaechei-steigerwaltii-3,unchar-1
158836.971,Enterobacter hormaechei strain Eho-3,158836,Complete,Eho-3,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747509,GCA_015910305.1,"CP047749,CP047750,CP047751,CP047752,CP047753,CP047754,CP047755,CP047756",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,5384869,54.81212,5404,5150,urine,2011-08-10,Canada,Canada:Ontario,,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,4.0,93,hormaechei-steigerwaltii-2,unchar-1
158836.2036,Enterobacter hormaechei 2022CK-00453,158836,Complete,2022CK-00453,2022-09-25T00:00:00Z,PRJNA812595,SAMN30655620,GCA_025398715.1,"CP104691,CP104692,CP104693",,Complete,Oxford Nanopore GridION; Illumina MiSeq,68.0x,Flye v. 2.9; Medaka v. 1.6.1,1,2,3,4878836,55.505085,4744,4609,,2022-08-05,USA,USA,Homo sapiens,,,6.0,1015,hormaechei-steigerwaltii-1,unchar-3
299767.80,Enterobacter ludwigii strain I42,299767,Complete,I42,2019-05-30T00:00:00Z,PRJNA532824,SAMN11415809,GCA_005890075.1,CP040606,Shandong Agricultural University,Complete,PacBio; Illumina MiSeq,150.0x,CANU v. V1.6,1,,1,4719369,54.65593,4520,4406,Lycium barbarum rhizosphere soil,2015-09-01,China,China:Ningxia Hui Autonomous Region,,"Enterobacter ludwigii I42 was isolated from rhizosphere soil of Lycium barbarum in Ningxia, and I42 can promote the growth of Lycium barbarum",sample_type:single cell,19.0,-1,ludwigii,
158836.1365,Enterobacter hormaechei strain 60214CZ,158836,Complete,60214CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377434,GCA_020695365.1,"CP085743,CP085744,CP085745,CP085746,CP085747",Charles University in Prague,Complete,PacBio Sequel,281x,Microbial assembly v. v.1,1,4,5,5124730,54.782867,5114,4900,tracheal aspirate,2020-10,Czech Republic,Czech Republic: Prague,Homo sapiens,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Nemocnice Na Homolce,9.0,92,hormaechei-xiangfangensis,unchar-3
1812935.86,Enterobacter roggenkampii strain RHBSTW-00925,1812935,Complete,RHBSTW-00925,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148745,GCA_013725995.1,"CP056129,CP056130,CP056131",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,70.5689944181657x,Unicycler v. v0.4.7,1,2,3,4990295,55.719913,4839,4692,Freshwater sample from upstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",11.0,1059,roggenkampii,
158836.2025,Enterobacter hormaechei strain MB4528 Variant,158836,Complete,MB4528 Variant,2022-09-04T00:00:00Z,PRJNA836696,SAMN28174038,GCA_024918215.1,"CP103679,CP103680,CP103681,CP103682",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,97x,Flye v. 2.8.3-b1695,1,3,4,5191592,55.199734,5089,4896,blood,2017-10-22,USA,USA: Houston,Homo sapiens,Repository of genomic data for carbapenem non-susceptible Enterobacterales infections at the University of Texas MD Anderson Cancer Center.,collected_by:MDACC,6.0,90,hormaechei-steigerwaltii-1,
158836.1172,Enterobacter hormaechei strain FDAARGOS 1434 strain Not applicable,158836,Complete,Not applicable,2021-06-28T00:00:00Z,PRJNA231221,SAMN16357576,GCA_019047945.1,CP077264,US Food and Drug Administration,Complete,Pacbio; Illumina,1575.36x,"SMRT v. 9.0.0, HGAP v. 4.0",1,0,1,4782529,55.553745,4563,4444,,,Germany,Germany: Braunschweig,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:DSMZ,6.0,906,hormaechei-steigerwaltii-1,
550.2255,Enterobacter cloacae strain Effluent_2,550,Complete,Effluent_2,2019-04-21T00:00:00Z,PRJNA529503,SAMN11268906,GCA_004801535.1,"CP039318,CP039319,CP039320,CP039321,CP039323,CP039324,CP039325,CP039326,CP039322",University of Oxford,Complete,Hybrid assembly: Illumina HiSeq 4000 and,30x,Unicycler v. v0.4.0,1,8,9,5590402,54.555283,5510,5348,Treated sewage effluent,2016,United Kingdom,United Kingdom: Cholsey Sewage Treatment Works,,"In this pilot study we used shotgun metagenomics and sequencing of cultured isolates from the same samples to help establish optimum protocols and approaches for sample processing. We sampled three potential environmental AMR gene reservoirs (pig caeca, river sediment, effluent) and sequenced these samples with shotgun metagenomics at high depth (~200 million reads per sample). Alongside this, we cultured multiple single-colony isolates of Enterobacteriaceae from the same samples and used hybrid sequencing (short- and long-reads) to create high-quality assemblies for comparison to the metagenomic data.",sample_type:Single colony culture,21.0,1421,cloacae,
61645.688,Enterobacter asburiae S3_CRE3,61645,Complete,S3_CRE3,2023-01-09T00:00:00Z,PRJNA667445,SAMN16387623,,CP074448,,,Illumina NextSeq; PacBio Sequel,755x,Unicycler v. v0.4.7,1,0,1,4509736,56.066807,4256,4164,decubitis wound fluid,2017-01-24,USA,"USA: Durham, NC",Homo sapiens,,collected_by:Rachel Addison,14.0,657,asburiae,
158836.790,Enterobacter hormaechei strain RHBSTW-00040,158836,Complete,RHBSTW-00040,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148460,GCA_013629675.1,"CP058175,CP058176,CP058177,CP058178,CP058179",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,91.5072874969504x,Unicycler v. v0.4.7,1,4,5,4980105,54.899605,4941,4729,Freshwater sample from downstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",2.0,145,,
1812935.98,Enterobacter roggenkampii strain Ecl_20_981,1812935,Complete,Ecl_20_981,2020-09-11T00:00:00Z,PRJNA602106,SAMN13881485,GCA_014524505.1,"CP048650,CP048651,CP048652,CP048653",The First Affiliated Hospital of Southern University of Science and Technology,Complete,Illumina oxford nanopore,400*x,Unicycler v. 0.4.8,1,3,4,5250962,55.529026,5161,4947,Medical waste water,2019-10-08,China,China: Shenzhen,,Enterobacter roggenkampii,collected_by:Chuqiu Zhang,12.0,595,roggenkampii,
158836.1673,Enterobacter hormaechei Eh60,158836,Complete,Eh60,2022-05-25T00:00:00Z,PRJNA775673,SAMN22612719,GCA_023547225.1,"CP088221,CP088222,CP088223,CP088224,CP088225,CP088226,CP088227,CP088228",,Complete,Oxford Nanopore,110.0x,Unicycler v. v0.4.8,1,7,8,5243917,54.343803,5298,5044,bronchial,2017,China,China:Shenzhen,Homo sapiens,,collected_by:Yang Ji,9.0,1643,hormaechei-xiangfangensis,unchar-1
1812935.443,Enterobacter roggenkampii KAM546,1812935,Complete,KAM546,2022-10-12T00:00:00Z,PRJDB13144,SAMD00535933,GCA_025999915.1,"AP026873,AP026874,AP026883,AP026884,AP026885,AP026875,AP026876,AP026877,AP026878,AP026879,AP026880,AP026881",,Complete,Illumina HiSeq; ONT MinION,84x,Canu v. 2.1.1,1,12,13,4758695,55.6499,4765,4642,,2020,Japan,Japan,Not applicable,,sample_type:Microbe,12.0,43,roggenkampii,
158836.811,Enterobacter hormaechei strain ENCL48880,158836,Complete,ENCL48880,2020-07-29T00:00:00Z,PRJNA647548,SAMN15589926,GCA_013873515.1,"CP059419,CP059420,CP059418,CP059421",Charles University in Prague,Complete,PacBio Sequel,386.0x,Microbial Assembly v. SMRT Link v.9,1,3,4,5132301,54.661427,5067,4811,sputum,2019,Czech Republic,Czech Republic: Kolin,"Human, Homo sapiens",VIM/MCR producers in the Czech republic,collected_by:Nemocnice Kolin,2.0,764,,unchar-1;unchar-3
158836.1107,Enterobacter hormaechei strain IR5283,158836,Complete,IR5283,2021-03-09T00:00:00Z,PRJNA672237,SAMN16561277,GCA_017310485.1,"CP064113,CP064114,CP064115,CP064116",Chinese PLA General Hospital,Complete,Illumina HiSeq,100X,SOAPdenovo v. 2.21,1,3,4,4808700,55.312496,4670,4509,,2015-08-21,China,China: Beijing,Homo sapiens,"aimed to investigate the molecular epidemiology, transmission and evolution of XA-48-producing Enterobacterales and pOXA-48",sample_type:whole organism,8.0,418,hormaechei-xiangfangensis,unchar-2
550.2454,Enterobacter cloacae strain 4928STDY7071163,550,Complete,4928STDY7071163,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104567262,GCA_902166535.1,LR607345,SC,Complete,,,,1,,1,4738893,55.82544,4117,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens","The study investigates how early microbe exposure and the developing immune system influence subsequent health and developmental outcomes. Culturing efforts coupled with whole genome sequencing of the gastrointestinal bacteria can address key questions that are computationally non-trivial using shotgun metagenomics alone. This comprehensive gut microbiota-derived bacterial genome collection provides the basis to improve the taxonomic classification resolution of metagenomic analysis, and to allow subsequent in vitro and in vivo experiments on host physiology and gut colonisation process. To get a broad and comprehensive coverage of the gut microbiota, we cultivated bacterial species from human faecal samples on different selectice agar media and broth. Samples are whole-genome sequenced on Illumina X10 150bp PE. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,2.0,268,,
158836.1458,Enterobacter hormaechei M1,158836,Complete,M1,2022-01-18T00:00:00Z,PRJNA796381,SAMN24852042,GCA_021496135.1,"CP090909,CP090910",,Complete,Oxford Nanopore,100.0x,Canu v. 1.5,1,1,2,4806834,55.401413,4599,4472,Chicken feed,2021-01-15,China,China:Hubei,,,sample_type:sing cell,9.0,1736,hormaechei-xiangfangensis,unchar-3
158836.1096,Enterobacter hormaechei strain RIVM_C034177,158836,Complete,RIVM_C034177,2021-03-03T00:00:00Z,PRJNA695145,SAMN17615675,GCA_017161725.1,"CP071011,CP071012",National Institute for Public Health and the Environment,Complete,Oxford Nanopore MiniION,30x,Unicycler v. 0.4.4,1,1,2,5054991,54.591038,4900,4712,,2020,Netherlands,Netherlands,Homo sapiens,"Carbapenemases produced by Enterobacterales are often encoded by genes on transferable plasmids and represent a major health care problem, especially if the plasmids contain additional antibiotic resistance genes. As part of the Dutch national surveillance, medical microbiological laboratories submit Enterobacterales isolates suspected of carbapenemase production to the National Institute for Public Health and the Environment for characterization. In this study, the objective was to study the molecular characteristics of a genetic cluster of Enterobacter cloacae complex isolates collected in the period between 2015-2020.",sample_type:Chromosome,2.0,78,hormaechei-hoffmannii-1,unchar-1
158836.1381,Enterobacter hormaechei strain Colony257,158836,Complete,Colony257,2021-11-14T00:00:00Z,PRJNA668870,SAMN17833488,GCA_020861325.1,CP086330,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,68.925x,idba_ud v. V1.1.3,1,0,1,4546642,55.904057,4046,,food,,Thailand,Thailand: Narathiwas,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",9.0,-1,hormaechei-xiangfangensis,
299766.181,Enterobacter hormaechei subsp. steigerwaltii 14269-yvys,299766,Complete,14269-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379550,GCA_023023665.1,"CP083849,CP083850,CP083851,CP083852",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,3,4,5192032,54.83362,5128,4926,blood,2014-04,China,China,Homo sapiens,,collected_by:Yushan Cui,4.0,190,,unchar-1
158836.1536,Enterobacter hormaechei TUECL19001,158836,Complete,TUECL19001,2022-01-10T00:00:00Z,PRJNA791797,SAMN24341409,GCA_021397695.1,"CP090146,CP090147,CP090148,CP090149",,Complete,Illumina MiSeq; Oxford Nanopore MinION,100.0x,unicycler v. 0.4.8,1,3,4,5039781,54.930264,4910,4754,sputum,2018-02-28,Taiwan,Taiwan: Taichung,Homo sapiens,,collected_by:Tungs' Taichung MetroHarbor Hospital (TTMHH),2.0,78,hormaechei-hoffmannii-1,
1296536.151,Enterobacter hormaechei subsp. xiangfangensis OSUCZKPC4-10,1296536,Complete,OSUCZKPC4-10,2022-02-23T00:00:00Z,PRJNA686409,SAMN17117768,GCA_023052915.1,"CP067107,CP067108,CP067110,CP067109,CP067111",,Complete,PacBio,100.0x,Unicycler v. 4.8,1,4,5,5377536,54.597794,5509,5207,Zoological Institution,2016,USA,USA: Ohio,Environmental surface,,sample_type:Genomic DNA,9.0,171,hormaechei-xiangfangensis,unchar-4
550.2452,Enterobacter cloacae strain 4928STDY7071173,550,Complete,4928STDY7071173,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104567284,GCA_902166455.1,LR607339,SC,Complete,,,,1,,1,5002290,55.40687,4489,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens","The study investigates how early microbe exposure and the developing immune system influence subsequent health and developmental outcomes. Culturing efforts coupled with whole genome sequencing of the gastrointestinal bacteria can address key questions that are computationally non-trivial using shotgun metagenomics alone. This comprehensive gut microbiota-derived bacterial genome collection provides the basis to improve the taxonomic classification resolution of metagenomic analysis, and to allow subsequent in vitro and in vivo experiments on host physiology and gut colonisation process. To get a broad and comprehensive coverage of the gut microbiota, we cultivated bacterial species from human faecal samples on different selectice agar media and broth. Samples are whole-genome sequenced on Illumina X10 150bp PE. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,2.0,-1,,
550.3992,Enterobacter cloacae 2312040,550,Complete,2312040,2022-10-30T00:00:00Z,PRJNA884522,SAMN31029876,,"CP109676,CP109675,CP109677,CP109678",,,Oxford Nanopore PromethION,100X,Flye v. v.2.8.3; Minimap2 v. v.2.17;,1,3,4,5044190,54.997612,4889,4734,blood,2019-05-07,Taiwan,Taiwan,Homo sapiens,,collected_by:Yuan's General Hospital,2.0,78,hormaechei-hoffmannii-1,
550.1526,Enterobacter cloacae strain AR_0072,550,Complete,AR_0072,2018-02-27T00:00:00Z,PRJNA292904,SAMN04014913,GCA_002954165.1,"CP026850,CP026851,CP026852",Centers for Disease Control and Prevention,Complete,PacBio RSII,194x,HGAP v. 2.3,1,2,3,4875791,55.467922,4805,4700,,,,,,Collection of bacterial pathogens that are assembled to challenge assays that detect carbapenemase production representing a range of gram-negative bacteria,,3.0,108,hormaechei-oharae,
158836.1230,Enterobacter hormaechei strain ECC30,158836,Complete,ECC30,2021-08-10T00:00:00Z,PRJNA752244,SAMN20587854,GCA_019537295.1,JAIEUG000000000,Shenzhen People's Hospital,Complete,Oxford Nanopore,110x,Unicycler v. 0.4.8,1,4,5,5043052,54.858032,4966,4772,Catheter,2013,China,China: Shenzhen,Homo sapiens,Enterobacter cloacae complex,collected_by:Yang Ji,8.0,418,hormaechei-xiangfangensis,unchar-1;unchar-2
61645.651,Enterobacter asburiae KAM576,61645,Complete,KAM576,2022-10-12T00:00:00Z,PRJDB13144,SAMD00535934,GCA_025999975.1,"AP026886,AP026887,AP026888,AP026889,AP026890,AP026891,AP026892",,Complete,Illumina HiSeq; ONT MinION,54x,Canu v. 2.1.1,1,6,7,5112230,55.590534,5036,4895,,2020,Japan,Japan,Not applicable,,sample_type:Microbe,14.0,29,asburiae,
158836.1227,Enterobacter hormaechei strain ECC116,158836,Complete,ECC116,2021-08-10T00:00:00Z,PRJNA752244,SAMN20587859,GCA_019537275.1,JAIEUB000000000,Shenzhen People's Hospital,Complete,Oxford Nanopore,110x,Unicycler v. 0.4.8,1,7,8,5156117,54.610397,5149,4922,Broncho-alveolar lavage,2014,China,China: Shenzhen,Homo sapiens,Enterobacter cloacae complex,collected_by:Yang Ji,9.0,-1,hormaechei-xiangfangensis,unchar-1
550.2457,Enterobacter cloacae strain 4928STDY7387752,550,Complete,4928STDY7387752,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104694389,GCA_902166805.1,LR607379,SC,Complete,,,,1,,1,5114720,55.368916,4474,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens","The study investigates how early microbe exposure and the developing immune system influence subsequent health and developmental outcomes. Culturing efforts coupled with whole genome sequencing of the gastrointestinal bacteria can address key questions that are computationally non-trivial using shotgun metagenomics alone. This comprehensive gut microbiota-derived bacterial genome collection provides the basis to improve the taxonomic classification resolution of metagenomic analysis, and to allow subsequent in vitro and in vivo experiments on host physiology and gut colonisation process. To get a broad and comprehensive coverage of the gut microbiota, we cultivated bacterial species from human faecal samples on different selectice agar media and broth. Samples are whole-genome sequenced on Illumina X10 150bp PE. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,2.0,104,,
550.1584,Enterobacter cloacae strain AR_038,550,Complete,AR_038,2018-07-05T00:00:00Z,PRJNA316321,SAMN04014879,GCA_003288475.1,"CP030347,CP030345,CP030346,CP030348,CP030349,CP030350",FDA/CDC,Complete,Pacbio; Illumina,13.96x,SMRT v. 2.3.0; HGAP v. 3.0; SPAdes v.,1,5,6,5286422,55.311268,5273,5183,,,,,,"The AR Isolate Bank is a centralized repository of microbial pathogens with well-characterized resistance profiles that are assembled by CDC in collaboration with the Food and Drug Administration (FDA). The AR Bank is available to support and advance development of diagnostic devices and antimicrobial drug products. The AR Isolate Bank also supports the National Action Plan for Combating Antibiotic Resistance Bacteria by advancing the development of diagnostic tests to identify and characterize resistant bacteria, and by accelerating research and development for new antibiotics.The AR Isolate Bank includes collections of bacterial pathogens that are associated with known or emerging resistance mechanisms. Since its launch in July 2015, the AR Bank continues to grow and will eventually include genera and species such as Enterobacteriaceae, Pseudomonas aeruginosa, Staphylococcus, Enterococcus, Streptococcus, Salmonella, and Neisseria gonorrhoeae.Each pathogen listed on this web site includes information regarding its susceptibility and/or resistance profile(s), known resistance biomarkers, isolate characteristics, and associated data in PDF.Use this web site to search through pathogen panels, find additional information about the available isolates, and find procedures for requesting panels.",,4.0,93,hormaechei-steigerwaltii-2,
539813.26,Enterobacter mori strain BC01,539813,Complete,BC01,2021-10-14T00:00:00Z,PRJNA757901,SAMN20982344,GCA_020494085.1,CP084692,National Institute of Agricultural Sciences,Complete,Illumina,200.91x,HGAP v. 3.0,1,0,1,4818618,55.333668,4579,4461,soil,2019-08-11,South Korea,South Korea: Buchun,,"complet genome sequence of Enterobacter BC01, antagonistic to cucumber target leaf spot disease",sample_type:cell culture,17.0,-1,,
208224.334,Enterobacter kobei 11743-yvys,208224,Complete,11743-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379547,GCA_023333675.1,"CP083862,CP083863,CP083864,CP083865,CP083866",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,4,5,5494734,54.176308,5494,5273,sputum,2011-09,China,China,Homo sapiens,,collected_by:Yushan Cui,10.0,56,kobei,unchar-1
550.2914,Enterobacter cloacae strain STN0717-60,550,Complete,STN0717-60,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195978,GCA_015137855.1,AP022509,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,301x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,0,1,4853939,55.29608,4638,4522,hospital sewage,2018-07-17,Japan,Japan:Tokyo,,"This project is related to metagenomic survey and genomic epidemiology analysis of antimicrobial resistance bacteria (in particular, carbapenem and/or beta-lactam resistant Enterobacteriaceae) in Japanese hospital sewage.",,6.0,50,hormaechei-steigerwaltii-1,unchar-4
208224.339,Enterobacter kobei C210239,208224,Complete,C210239,2022-05-26T00:00:00Z,PRJNA838260,SAMN28416108,GCA_023558885.1,CP097572,,Complete,nanopore MinION,12x,Unicycler v. 0.4.4,1,0,1,4885699,54.816414,4657,4534,,2021,China,China: Shandong,Homo sapiens,,sample_type:whole organism,10.0,1001,kobei,
